Nid,Title,Body,Path,Published,Language,Holiday Date,Holiday Type
80676,Janamashtami,"Janamashtami
",/content/janamashtami,1,en,22-08-2011,Gazetted
80677,Id-ul-Fitr,"Id-ul-Fitr
",/content/id-ul-fitr-0,1,en,31-08-2011,Gazetted
80678,Mahatma Gandhi Jayanti,"Mahatma Gandhi Jayanti
",/content/mahatma-gandhi-jayanti-0,1,en,02-10-2011,Gazetted
80679,Dussehra(Vijaya Dashami),"Dussehra(Vijaya Dashami)
",/content/dussehravijaya-dashami,1,en,06-10-2011,Gazetted
80680,Diwali (Deepavali),"Diwali (Deepavali)
",/content/diwali-deepavali-0,1,en,26-10-2011,Gazetted
80682,Id-ul-Zuha (Bakrid),"Id-ul-Zuha (Bakrid)
",/content/id-ul-zuha-bakrid-0,1,en,07-11-2011,Gazetted
80683,Guru Nanak Jayanti,"Guru Nanak Jayanti
",/content/guru-nanak-jayanti-0,1,en,10-11-2011,Gazetted
80684,Muharram,"Muharram
",/content/muharram-0,1,en,06-12-2011,Gazetted
80685,Christmas,"Christmas
",/content/christmas-0,1,en,25-12-2011,Gazetted
80686,New Year's Day,"New Year's Day
",/content/new-years-day-0,1,en,01-01-2011,Restricted
80689,Pongal,"Pongal
",/content/pongal-0,1,en,15-01-2011,Restricted
80690,Basanta Panchami/Shree Panchami,"Basanta Panchami/Shree Panchami
",/content/basanta-panchamishree-panchami-0,1,en,08-02-2011,Restricted
80691,Guru Ravidas Jayanti,"Guru Ravidas Jayanti
",/content/guru-ravidas-jayanti-0,1,en,18-02-2011,Restricted
80692,Shivaji Jayanti,"Shivaji Jayanti
",/content/shivaji-jayanti-0,1,en,19-02-2011,Restricted
80694,Holikadahana(Dolyatra),"Holikadahana(Dolyatra)
",/content/holikadahanadolyatra,1,en,19-03-2011,Restricted
80696,Holi,"Holi
",/content/holi-0,1,en,20-03-2011,Restricted
80697,Chaitra Sukhladi/Gudi Padava/Ugadi/Cheti Chand,"Chaitra Sukhladi/Gudi Padava/Ugadi/Cheti Chand
",/content/chaitra-sukhladigudi-padavaugadicheti-chand-0,1,en,04-04-2011,Restricted
80698,Vaisakhadi (Bengal)/Bahag Bihu (Assam),"Vaisakhadi (Bengal)/Bahag Bihu (Assam)
",/content/vaisakhadi-bengalbahag-bihu-assam,1,en,15-04-2011,Restricted
80705,Easter,"Easter
",/content/easter-0,1,en,24-04-2011,Restricted
80714,Guru Rabindranath's Birthday,"Guru Rabindranath's Birthday
",/content/guru-rabindranaths-birthday-0,1,en,09-05-2011,Restricted
80716,Hazarat Ali's Birthday,"Hazarat Ali's Birthday
",/content/hazarat-alis-birthday-0,1,en,16-06-2011,Restricted
80717,Rath Yatra,"Rath Yatra
",/content/rath-yatra-0,1,en,03-07-2011,Restricted
80719,Parsi New Year,"Parsi New Year
",/content/parsi-new-year-0,1,en,19-08-2011,Restricted
80720,Jamat-Ul-Vida,"Jamat-Ul-Vida
",/content/jamat-ul-vida-0,1,en,26-08-2011,Restricted
